Species,Ti,Acc,gene
Prunus americana,"Prunus americana voucher Wen9904 (US) NADH dehydrogenase subunit F (ndhF) gene, partial cds; chloroplast",JQ034205,ndhF
Prunus serotina,"Prunus serotina subsp. capuli voucher Wen 8688 NADH dehydrogenase subunit F (ndhF) gene, partial cds; chloroplast",JQ776954,ndhF
Prunus virginiana,"Prunus virginiana var. virginiana voucher Wen 7301 NADH dehydrogenase subunit F (ndhF) gene, partial cds; chloroplast",JQ776956,ndhF
Rhus glabra,"Rhus glabra voucher Wen 7171 NADH dehydrogenase subunit F (ndhF) gene, partial cds; chloroplast",AY643100,ndhF
Toxicodendron radicans,"Toxicodendron radicans subsp. radicans voucher Wen 6271-1 (F) NADH dehydrogenase subunit F (ndhF) gene, partial cds; chloroplast",FJ945844,ndhF
Rhus typhina,"Rhus typhina voucher Wen 8557 (US) NADH dehydrogenase subunit F (ndhF) gene, partial cds; chloroplast",FJ945813,ndhF
Rubus idaeus,"Rubus idaeus subsp. idaeus NADH dehydrogenase (ndhF) gene, chloroplast gene encoding chloroplast protein, partial cds",U95223,ndhF
Rudbeckia hirta,"Rudbeckia hirta var. pulcherrima voucher Aust 172 NADH dehydrogenase subunit 5 (ndhF) gene, complete cds; plastid",KT176831,ndhF
Rumex acetosella,"Rumex acetosella NADH dehydrogenase subunit F (ndhF) gene, partial cds; chloroplast",GQ206298,ndhF
Sagittaria latifolia,"Sagittaria latifolia NADH dehydrogenase subunit F (ndhF) gene, partial cds; chloroplast gene for chloroplast product",AY007657,ndhF
Salsola kali,"Salsola kali NADH dehydrogenase subunit F (ndhF) gene, partial cds; chloroplast",DQ097401,ndhF
Schizachne purpurascens,"Schizachne purpurascens subsp. callosa voucher S.cal-1 NADH dehydrogenase subunit 5 (ndhF) gene, partial cds; chloroplast",KJ913037,ndhF
Schizachyrium scoparium,"Schizachyrium scoparium var. neomexicanum voucher Moore & Steyermark 3369 (US) NADH dehydrogenase subunit 5 (ndhF) gene, partial cds; chloroplast",MW220988,ndhF
Scirpus cyperinus,"Scirpus cyperinus isolate dS026 NADH dehydrogenase subunit F (ndhF) gene, partial cds; plastid",KJ513538,ndhF
Eleocharis geniculata,"Eleocharis geniculata voucher WS:C.E.Hinchliff 36 NADH dehydrogenase subunit 5-like (ndhF) gene, partial sequence; chloroplast",GU075426,ndhF
Scleria triglomerata,"Scleria triglomerata voucher WS:C.E.Hinchliff 697 NADH dehydrogenase subunit 5-like (ndhF) gene, partial sequence; chloroplast",GU075506,ndhF
Scutellaria galericulata,"Scutellaria galericulata NADH dehydrogenase subunit F (ndhF) gene, partial cds; chloroplast",MN725568,ndhF
Scutellaria lateriflora,"Scutellaria lateriflora NADH dehydrogenase subunit F (ndhF) gene, partial cds; chloroplast",MN725607,ndhF
Scutellaria parvula,"Scutellaria parvula var. australis NADH dehydrogenase subunit F (ndhF) gene, partial cds; chloroplast",MN725645,ndhF
Secale cereale,"Secale cereale isolate Secale339 NdhF (ndhF) gene, partial cds; and ndhF-rpl32 intergenic spacer, partial sequence; chloroplast",MK750337,ndhF
Setaria italica,"Setaria italica voucher YDK2009844 NADH dehydrogenase subunit F (ndhF) gene, partial cds; chloroplast",KM538712,ndhF
Pennisetum glaucum,"Pennisetum glaucum NADH dehydrogenase subunit F (ndhF) gene, partial cds; chloroplast gene for chloroplast product",AF499149,ndhF
Setaria viridis,"Setaria viridis voucher 2014716 NADH dehydrogenase subunit F (ndhF) gene, partial cds; chloroplast",MF065692,ndhF
Silene antirrhina,"Silene antirrhina voucher Kellar 1417 NADH dehydrogenase subunit 5 (ndhF) gene, complete cds; plastid",KT176861,ndhF
Sisymbrium altissimum,"Sisymbrium altissimum NADH dehydrogenase subunit F (ndhF) gene, chloroplast gene encoding chloroplast protein, partial cds",AF064648,ndhF
Maianthemum racemosum,"Maianthemum racemosum isolate IG_Ma_ra_076 NADH dehydrogenase subunit F (ndhF) gene, partial cds; chloroplast",KY909119,ndhF
Smilacina racemosa,"Smilacina racemosa NADH dehydrogenase subunit F (ndhF) gene, partial cds; chloroplast",AY225016,ndhF
Maianthemum stellatum,"Maianthemum stellatum isolate IG_Ma_st_077 NADH dehydrogenase subunit F (ndhF) gene, partial cds; chloroplast",KY909125,ndhF
Smilax herbacea,"Smilax herbacea voucher K. Cameron 1066 (NY) NdhF (ndhF) gene, partial cds; chloroplast",MT105004,ndhF
Solanum carolinense,"Solanum carolinense voucher Aust 169 NADH dehydrogenase subunit 5 (ndhF) gene, complete cds; plastid",KT176842,ndhF
Solanum dulcamara,"Solanum dulcamara NADH dehydrogenase subunit (ndhF) gene, partial cds; chloroplast",KC469835,ndhF
Solanum nigrum,"Solanum nigrum voucher PE CPG26425 B. Liu et al. 26425 NADH dehydrogenase subunit F (ndhF) gene, partial cds; chloroplast",ON962476,ndhF
Solidago missouriensis,"Solidago missouriensis voucher Aust 198 NADH dehydrogenase subunit 5 (ndhF) gene, complete cds; plastid",KT176834,ndhF
Sorghastrum nutans,"Sorghastrum nutans plastid partial ndhF gene for NADH dehydrogenase subunit F, specimen voucher BRU: S.H. Taylor 19",FR821360,ndhF
Spartina pectinata,"Spartina pectinata NADH dehydrogenase subunit F (NdhF) gene, partial cds; chloroplast gene for chloroplast product",AF251465,ndhF
Spiraea tomentosa,"Spiraea tomentosa NADH-plastoquinone oxidoreductase subunit 5 (ndhF) gene, partial cds; chloroplast",EU002259,ndhF
Sporobolus cryptandrus,"Sporobolus cryptandrus voucher US:Peterson 22003 & Saarela NADH dehydrogenase subunit F (ndhF) gene, partial cds; chloroplast",GU359674,ndhF
Sporobolus heterolepis,"Sporobolus heterolepis NADH dehydrogenase subunit F (ndhF) gene, partial cds; chloroplast",KJ740989,ndhF
Stellaria media,"Stellaria media NADH dehydrogenase (ndhF) gene, partial cds; chloroplast",HQ843288,ndhF
Hesperostipa comata,"Hesperostipa comata subsp. intermedia NADH dehydrogenase subunit 5 (ndhF) gene, partial cds; chloroplast",KF445695,ndhF
Hesperostipa spartea,"Hesperostipa spartea voucher Holmes 214 (US) NADH dehydrogenase subunit 5 (ndhF) gene, partial cds; chloroplast",GU254745,ndhF
Trachypogon spicatus,"Trachypogon spicatus chloroplast partial ndhF gene for NADH dehydrogenase F, specimen voucher RGD192",LN908186,ndhF
Streptopus lanceolatus,"Streptopus lanceolatus NADH dehydrogenase subunit F (ndhF) gene, partial cds; chloroplast",AF276020,ndhF
Symphoricarpos occidentalis,"Symphoricarpos occidentalis voucher Steele 1358 NADH dehydrogenase subunit 5 (ndhF) gene, complete cds; plastid",KT176835,ndhF
Thalictrum dasycarpum,"Thalictrum dasycarpum isolate T14DASf NADH dehydrogenase subunit 5 (ndhF) gene, partial cds; chloroplast",KM206588,ndhF
Thalictrum dioicum,"Thalictrum dioicum isolate T19DIOf NADH dehydrogenase subunit 5 (ndhF) gene, partial cds; chloroplast",KM206592,ndhF
Hypericum fraseri,"Hypericum fraseri NdhF (ndhF) gene, partial cds; chloroplast",JX662754,ndhF
Trientalis borealis,"Trientalis borealis NADH dehydrogenase subunit F (ndhF) gene, partial cds; chloroplast",AY856438,ndhF
Typha angustifolia,"Typha angustifolia NADH dehydrogenase subunit F (ndhF) gene, partial cds; chloroplast gene for chloroplast product",U79230,ndhF
Ulmus americana,"Ulmus americana voucher FLAS:J. R. Abbott 20041 NADH dehydrogenase (ndhF) gene, partial cds; chloroplast",KC539641,ndhF
Ulmus pumila,"Ulmus pumila voucher FLAS:J. R. Abbott 25949 NADH dehydrogenase (ndhF) gene, partial cds; chloroplast",KC539650,ndhF
Uvularia sessilifolia,"Uvularia sessilifolia voucher R.D. Thomas 51358 (MSB) NADH dehydrogenase subunit F (ndhF) gene, partial cds; chloroplast",KC899422,ndhF
Verbascum thapsus,"Verbascum thapsus chloroplast NADH dehydrogenase (ndhF) gene, partial cds",L36417,ndhF
Verbena bracteata,"Verbena bracteata NADH dehydrogenase subunit F (ndhF) gene, partial cds; chloroplast",HQ384821,ndhF
Verbena hastata,"Verbena hastata NADH dehydrogenase subunit F (ndhF) gene, partial cds; chloroplast",HM216784,ndhF
Vernonia fasciculata,"Vernonia fasciculata isolate VfasciculataK37 NADH dehydrogenase (ndhF) gene, partial cds; chloroplast",EF155727,ndhF
Viburnum lentago,"Viburnum lentago isolate DW21 NADH dehydrogenase subunit F (ndhF) gene, partial cds; chloroplast",HQ591670,ndhF
Zizia aurea,"Zizia aurea voucher Aust 158 NADH dehydrogenase subunit 5 (ndhF) gene, complete cds; plastid",KT176838,ndhF
Ginkgo biloba,"Ginkgo biloba voucher WC1 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MN204946,rbcL
Acer negundo,"Acer negundo isolate P024 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",OM673001,rbcL
Acer rubrum,"Acer rubrum voucher MCF-389 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",ON341423,rbcL
Achillea millefolium,"Achillea millefolium voucher Ge130608 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MT930345,rbcL
Agastache foeniculum,"Agastache foeniculum ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MK525132,rbcL
A.foeniculum chloroplast,A.foeniculum chloroplast rbcL gene for rubisco (large subunit) (partial),Z37381,rbcL
Elymus repens,"Elymus repens voucher 06-JMS-0600 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MF596757,rbcL
Pascopyrum smithii,"Pascopyrum smithii voucher 06-PMP-19723 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MF596902,rbcL
Poa nemoralis,"Poa nemoralis voucher Huangxw1076 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MN192779,rbcL
Agrostis scabra,"Agrostis scabra voucher Abbott 20996 (FLAS) ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",KX397686,rbcL
Allium cernuum,"Allium cernuum voucher ERM680 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",KX678878,rbcL
Allium stellatum,"Allium stellatum voucher CCDB-18296-H04 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MG228158,rbcL
Alnus incana,"Alnus incana voucher CCDB-18324-F12 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MG247701,rbcL
A. incana,A. incana rbcL gene for ribulose-biphosphate carboxylase (EC 4.1.1.39),X56618,rbcL
Amaranthus retroflexus,"Amaranthus retroflexus voucher TLF-097 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MT930970,rbcL
Ambrosia artemisiifolia,"Ambrosia artemisiifolia voucher FLAS:Majure 4715 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",KY626913,rbcL
Ambrosia psilostachya,"Ambrosia psilostachya voucher 80019aHIM ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MG223237,rbcL
Amelanchier alnifolia,"Amelanchier alnifolia voucher CCDB-18335-A7 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MG247818,rbcL
Amelanchier arborea,"Amelanchier arborea voucher S. L. Zhou BOP022147 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MG703618,rbcL
Amelanchier spicata,"Amelanchier spicata voucher CCDB-23957-B07 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MG249133,rbcL
Amelanchier laevis,"Amelanchier laevis voucher NTW810 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MG248519,rbcL
Amelanchier sanguinea,"Amelanchier sanguinea voucher MT00186360 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MG248310,rbcL
Amorpha canescens,"Amorpha canescens isolate UIC Ac1 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MF153989,rbcL
Amphicarpaea bracteata,"Amphicarpaea bracteata voucher Q728 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MH658652,rbcL
Andropogon gerardi,"Andropogon gerardi ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MK525185,rbcL
Andropogon gerardii,Andropogon gerardii chloroplast partial rbcL gene for ribulose bisphosphate carboxylase large chain,AJ784818,rbcL
Anemone cylindrica,"Anemone cylindrica ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MK525191,rbcL
Anemone patens,"Anemone patens voucher Valuyskikh_100g_Rus ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MK050046,rbcL
Anemone quinquefolia,"Anemone quinquefolia voucher CCDB-18334-A9 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MG249876,rbcL
Anemone virginiana,"Anemone virginiana voucher SCBI-SIGEO_13_0225 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",KP644022,rbcL
Antennaria parlinii,"Antennaria parlinii voucher CCDB-18322-B1 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MG221178,rbcL
Antennaria neglecta,"Antennaria neglecta voucher CCDB-18321-F12 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MG223779,rbcL
Antennaria plantaginifolia,"Antennaria plantaginifolia voucher SCBI_13_0468 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",KP643840,rbcL
Apocynum androsaemifolium,"Apocynum androsaemifolium voucher SNP_13_0426 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",KP643950,rbcL
Apocynum cannabinum,"Apocynum cannabinum ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MK525210,rbcL
A.cannabinum chloroplast,A.cannabinum chloroplast rbcL gene,X91761,rbcL
Aquilegia canadensis,"Aquilegia canadensis ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MK525212,rbcL
Boechera divaricarpa,"Boechera divaricarpa voucher CCDB-18304-D06 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MG248277,rbcL
Turritis glabra,"Turritis glabra voucher XJ-108 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MT930967,rbcL
Arabis glabra,"Arabis glabra ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",DQ310542,rbcL
Arabis hirsuta,"Arabis hirsuta voucher Ge131061 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MH657628,rbcL
Aralia nudicaulis,"Aralia nudicaulis voucher MISU26-37 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MG224615,rbcL
Moehringia lateriflora,"Moehringia lateriflora voucher NSMK:Pl2019000335 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MN623790,rbcL
Aristida basiramea,"Aristida basiramea voucher CCDB-18344-D3 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MG227806,rbcL
Aristida tuberculosa,"Aristida tuberculosa ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MK525232,rbcL
Aronia melanocarpa,"Aronia melanocarpa isolate A-804 ribulose-1,5-biphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MN524887,rbcL
Artemisia ludoviciana,"Artemisia ludoviciana voucher CCDB-18322-F5 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MG223621,rbcL
Asclepias exaltata,"Asclepias exaltata voucher SNP_13_0429 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",KP643717,rbcL
Asclepias incarnata,"Asclepias incarnata voucher JAG 0647 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MG223921,rbcL
Asclepias ovalifolia,"Asclepias ovalifolia voucher 81761HIM ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MG221929,rbcL
Asclepias syriaca,"Asclepias syriaca ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MK525251,rbcL
Asclepias tuberosa,"Asclepias tuberosa ribulose 1,5-bisphosphate carboxylaseoxygenase large subunit (rbcL) gene, complete cds; chloroplast",MN601492,rbcL
Asclepias verticillata,"Asclepias verticillata voucher FLAS:Majure 5081 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",KY627186,rbcL
Asclepias viridiflora,"Asclepias viridiflora ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MK525254,rbcL
Asparagus officinalis,"Asparagus officinalis ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MK525256,rbcL
Symphyotrichum oolentangiense,"Symphyotrichum oolentangiense voucher CCDB-23110-C06 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MG224327,rbcL
Symphyotrichum ericoides,"Symphyotrichum ericoides voucher 70962HIM ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MG221940,rbcL
Symphyotrichum boreale,"Symphyotrichum boreale voucher CCDB-18324-E2 ribulose-1,5-bisphosphate carboxylase/oxygenase large subunit (rbcL) gene, partial cds; chloroplast",MG224395,rbcL
